[33mWARN[0m[2023-12-14 05:51:20] not enable search                            
[GIN] 2023/12/14 - 06:28:56 | 200 |   13.376115ms |   50.93.208.232 | PUT      "/api/fs/put"
[GIN] 2023/12/14 - 06:28:56 | 200 |     68.3717ms |   50.93.208.232 | PUT      "/api/fs/put"
[GIN] 2023/12/14 - 06:28:57 | 200 |    2.171008ms |   50.93.208.232 | PUT      "/api/fs/put"
[GIN] 2023/12/14 - 06:28:57 | 200 |     973.128µs |   50.93.208.232 | PUT      "/api/fs/put"
[GIN] 2023/12/14 - 06:28:57 | 200 |    1.075893ms |   50.93.208.232 | PUT      "/api/fs/put"
[GIN] 2023/12/14 - 06:28:57 | 200 |    2.565411ms |   50.93.208.232 | PUT      "/api/fs/put"
[GIN] 2023/12/14 - 06:28:57 | 200 |      921.38µs |   50.93.208.232 | PUT      "/api/fs/put"
[GIN] 2023/12/14 - 06:28:57 | 200 |    3.251555ms |   50.93.208.232 | PUT      "/api/fs/put"
[GIN] 2023/12/14 - 06:28:57 | 200 |     985.198µs |   50.93.208.232 | PUT      "/api/fs/put"
[GIN] 2023/12/14 - 06:28:57 | 200 |    2.400079ms |   50.93.208.232 | PUT      "/api/fs/put"
[GIN] 2023/12/14 - 06:28:57 | 200 |    1.393056ms |   50.93.208.232 | PUT      "/api/fs/put"
[GIN] 2023/12/14 - 06:28:57 | 200 |    1.212656ms |   50.93.208.232 | PUT      "/api/fs/put"
[GIN] 2023/12/14 - 06:28:57 | 200 |    4.938105ms |   50.93.208.232 | PUT      "/api/fs/put"
[GIN] 2023/12/14 - 06:28:57 | 200 |    1.182114ms |   50.93.208.232 | PUT      "/api/fs/put"
[GIN] 2023/12/14 - 06:28:57 | 200 |     1.59545ms |   50.93.208.232 | PUT      "/api/fs/put"
[GIN] 2023/12/14 - 06:28:57 | 200 |    1.216079ms |   50.93.208.232 | PUT      "/api/fs/put"
[GIN] 2023/12/14 - 06:28:57 | 200 |     942.494µs |   50.93.208.232 | PUT      "/api/fs/put"
[GIN] 2023/12/14 - 06:28:58 | 200 |  1.476073818s |   50.93.208.232 | PUT      "/api/fs/put"
[GIN] 2023/12/14 - 06:28:58 | 200 |     1.11871ms |   50.93.208.232 | POST     "/api/fs/list"
[GIN] 2023/12/14 - 06:28:58 | 200 |     1.09645ms |   50.93.208.232 | GET      "/p/opt/Goffice/Backend/README.md?alist_ts=1702506538401"
[GIN] 2023/12/14 - 06:34:32 | 200 |   86.342731ms |   164.90.205.35 | GET      "/"
[GIN] 2023/12/14 - 06:34:33 | 200 |     214.763µs |   50.93.208.232 | GET      "/"
